award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
70CTD018FR0000024,"Anacapa Micro Products, Inc.",Oxnard,CA,7380.79,7380.79,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Firstsource Ii - Hubzone Socioeconomic Category- Exercise Option Period 1
70CTD018FR0000039,"Anacapa Micro Products, Inc.",Oxnard,CA,10049.16,10049.16,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computer Printers
70CTD018FR0000041,"Anacapa Micro Products, Inc.",Oxnard,CA,3424.53,3424.53,Information Technology Division,Information Technology,Other Computer Related Services,IT,Printers and Scanners Needed in the Detained Operations Program.
70CTD018FR0000043,"Anacapa Micro Products, Inc.",Oxnard,CA,4500.54,4500.54,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Cisco Catalyst and Accessories
70CTD018FR0000064,"Anacapa Micro Products, Inc.",Oxnard,CA,6751.1,6751.1,Information Technology Division,Information Technology,Other Computer Related Services,IT,Fy18 Funding Renewal of 10 Software Licenses. Pop: 3/31/2018 - 3/30/2019
70CTD018FR0000072,"Anacapa Micro Products, Inc.",Oxnard,CA,6885.22,6885.22,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Printers
70CTD018FR0000085,"Anacapa Micro Products, Inc.",Oxnard,CA,16311.01,16311.01,Information Technology Division,Information Technology,Other Computer Related Services,IT,First Source Equipment Contract # Tbd See shipping Template
70CTD018FR0000099,"Anacapa Micro Products, Inc.",Oxnard,CA,12810,12810,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Scanners
70CTD018FR0000101,"Anacapa Micro Products, Inc.",Oxnard,CA,24025.02,24025.02,Information Technology Division,Information Technology,Other Computer Related Services,IT,First Source Equipment Contract # Tbd See shipping Template
70CTD018FR0000111,"Anacapa Micro Products, Inc.",Oxnard,CA,10985.25,10985.25,Information Technology Division,Information Technology,Other Computer Related Services,IT,Purchase Seventy Five (75) HP Officejet Pro 8720A All-In-One Printers
70CTD018FR0000115,"Anacapa Micro Products, Inc.",Oxnard,CA,12735.02,12735.02,Information Technology Division,Information Technology,Other Computer Related Services,IT,First Source Equipment Contract # Tbd See shipping Template
70CTD018FR0000136,"Anacapa Micro Products, Inc.",Oxnard,CA,237693.84,237693.84,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Servers
70CTD018FR0000143,"Anacapa Micro Products, Inc.",Oxnard,CA,24445.3,24445.3,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Fsii Computer
HSCEMD16J00055,"Anacapa Micro Products, Inc.",Oxnard,CA,98448,98448,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Law Enforcement Mission Critical. Hero/Computer Forensics Program - Hard Drives Required for Program Use.
HSCEMD17J00054,"Anacapa Micro Products, Inc.",Oxnard,CA,5742.5,5742.5,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Cameras
HSCEMD17J00055,"Anacapa Micro Products, Inc.",Oxnard,CA,7890.75,7890.75,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Shesupply of Sheetfeed Scanner
HSCEMD17J00078,"Anacapa Micro Products, Inc.",Oxnard,CA,4032.47,4032.47,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Plotter
HSCEMD17J00092,"Anacapa Micro Products, Inc.",Oxnard,CA,2033.46,2033.46,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Printers/Scanners
HSCEMD17J00109,"Anacapa Micro Products, Inc.",Oxnard,CA,3520,3520,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Smart Card Readers
HSCEMD17J00126,"Anacapa Micro Products, Inc.",Oxnard,CA,4088.93,4088.93,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Large Format Printer
HSCEMD17J00141,"Anacapa Micro Products, Inc.",Oxnard,CA,73544.28,73544.28,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Computer Accessories
HSCEMD17J00149,"Anacapa Micro Products, Inc.",Oxnard,CA,4092.46,4092.46,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Plotter
HSCEMR15J00013,"Anacapa Micro Products, Inc.",Oxnard,CA,9085.29,9085.29,Mission Support Orlando,Mission Support,Other Computer Related Services,IT,Tie Equipment
HSCEMR15J00014,"Anacapa Micro Products, Inc.",Oxnard,CA,5838,5838,Mission Support Orlando,Mission Support,Other Computer Related Services,IT,Scanners
HSCEMS17J00172,"Anacapa Micro Products, Inc.",Oxnard,CA,30896.5,30896.5,Mission Support Washington,Mission Support,Other Computer Related Services,IT,Computer Equipment
HSCETE13J00030,"Anacapa Micro Products, Inc.",Oxnard,CA,8693.35,8693.35,Information Technology Division,Information Technology,Other Computer Related Services,IT,Maintenance Renewal for HP Blade Servers
HSCETE14J00238,"Anacapa Micro Products, Inc.",Oxnard,CA,9160.75,9160.75,Information Technology Division,Information Technology,Other Computer Related Services,IT,IT Software Licenses
HSCETE16J00291,"Anacapa Micro Products, Inc.",Oxnard,CA,8917.99,8917.99,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Web Application Firewall Product for the Student Exchange Visitor Information System
HSCEDM17P00019,Angeles Shooting Ranges Incorporated,Sylmar,CA,32000,48000,Detention Management - Laguna,Detention Management,All Other Amusement And Recreation Industries,Sports And Recreation,IGF::OT::IGF-Firing Range Contract
HSCETE17F00010,Annams Systems Corporation,San Ramon,CA,33663.9,92165.58,Information Technology Division,Information Technology,Software Publishers,IT,IGF::OT::IGF Annual Sunflower Mobile Trak Site License Software Support and Sunflower Mobile Trak Server Software Support
HSCEMD16P00055,"Ansi-Asq National Accreditation Board, LLC",Milwaukee,WI,25550,32125,Mission Support Dallas,Mission Support,Building Inspection Services,Trade Services/Machinery/Manufacturing,IGF::CT::IGF Reaccreditation of the HSI Forensic Laboratory.
70CMSD18P00000004,"APL Access & Security, Inc.",Gilbert,AZ,4351,4351,Mission Support Dallas,Mission Support,Security Systems Services (Except Locksmiths),Carceral And Surveillance Services,IGF::OT::IGF Software Support Agreement
HSCEDM12P00174,"Aramark Uniform & Career Apparel, LLC",Burbank,CA,22043.82,22043.82,Detention Compliance And Removals,Detention Compliance And Removals,Industrial Launderers,Apparel/Luggage/Leather Goods,"IGF::OT::IGF Mechanics Uniforms, Towels, Safety Mat Rental, and Cleaning Services."
HSCEMD14F00030,Arc Aspicio LLC,Arlington,VA,11527315.2,14554675.2,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CT::IGF School Certification Support Services
70CDCR18FC0000018,"Arc Of Cumberland And Perry Counties, The",Carlisle,PA,8000,8000,Detention Compliance And Removals,Detention Compliance And Removals,All Other Specialty Food Stores,Food,Path Meals for York County
HSCEDM17J00005,"Arc Of Cumberland And Perry Counties, The",Carlisle,PA,22450,40450,Detention Compliance And Removals,Detention Compliance And Removals,All Other Specialty Food Stores,Food,Path Meals for York County.
HSCEDM15P00082,"Arcos De Oro, LLC",Tucson,AZ,44939.12,134119.12,Detention Management - Laguna,Detention Management,Food Service Contractors,Food,IGF::OT::IGF Detainee Meals at the Tucson Sub - Office
HSCEMD16J00030,Ardent Management Consulting Incorporated,Reston,VA,768611.96,1357909.56,Mission Support Dallas,Mission Support,Custom Computer Programming Services,IT,IGF::CL::IFG International Management Analysis Contractor Support
70CMSW18P00000016,"ARS Aleut Construction, LLC",Herndon,VA,518746.71,518746.71,Mission Support Washington,Mission Support,Commercial And Institutional Building Construction,Trade Services/Machinery/Manufacturing,"IGF::OT::IGF Replace Broken, Compressor, Electrical, Weatherized Container, and Installation."
HSCEMD17F00259,"Ase Direct, Inc.",Brentwood,TN,3299.45,3299.45,Mission Support Dallas,Mission Support,"Photographic Film, Paper, Plate, And Chemical Manufacturing",Av And Telecom,Toner
HSCEDM09D00003,"Asset Protection & Security Services, L.P.",Corpus Christi,TX,,232811826.1,Detention Compliance And Removals,Detention Compliance And Removals,Facilities Support Services,Trade Services/Machinery/Manufacturing,"Guard Services and Transporation for Florence Spc, AZ"
HSCEDM16J00022,"Asset Protection & Security Services, L.P.",Corpus Christi,TX,93149444.76,93149444.76,Detention Compliance And Removals,Detention Compliance And Removals,Facilities Support Services,Trade Services/Machinery/Manufacturing,"IGF::CT::IGF Guard Services and Transporation for Florence Spc, AZ"
70CMSD18P00000006,Asset Security Tracking Recove,Peoria,AZ,14300,14300,Mission Support Dallas,Mission Support,Photographic And Photocopying Equipment Manufacturing,Trade Services/Machinery/Manufacturing,Street Light
70CMSD18P00000022,Asset Security Tracking Recove,Peoria,AZ,4000,4000,Mission Support Dallas,Mission Support,Photographic And Photocopying Equipment Manufacturing,Trade Services/Machinery/Manufacturing,Surveillance Camera
70CDCR18P00000083,"Asso For The Blind And Visually Impaired-Goodwill Industries Of Greater Rochester, Inc.",Rochester,NY,10626,10626,Detention Compliance And Removals,Detention Compliance And Removals,Soap And Other Detergent Manufacturing,Health And Personal Care,Goods
70CDCR18P00000089,"Asso For The Blind And Visually Impaired-Goodwill Industries Of Greater Rochester, Inc.",Rochester,NY,49224,49224,Detention Compliance And Removals,Detention Compliance And Removals,Soap And Other Detergent Manufacturing,Health And Personal Care,Laundry Detergent in Support of Detainee Health and Hygene at PIDC
HSCEMR12C00007,Associated Services Inc,Pittsburgh,PA,72674.25,72674.25,Mission Support Dallas,Mission Support,Janitorial Services,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Janitorial Services
HSCEMS16P00049,Association Of Government Accountants,Alexandria,VA,7000,7000,Mission Support Washington,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development","IGF::CT::IGF Third Course of the Cgfm Training, Govermental Financial Management and Control"
70CMSD18P00000026,Astrophysics Inc.,City Of Industry,CA,66434,66434,Mission Support Dallas,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Purchase of A New X-Ray Scanner
HSCEMS17P00014,"At Your Service Heating & Cooling, LLC",Phoenix,AZ,114377.69,114377.69,Mission Support Washington,Mission Support,Electrical Contractors And Other Wiring Installation Contractors,Trade Services/Machinery/Manufacturing,IGF::OT::IGF - Replacement of Foxtrot Building Generator Florence Spc
70CMSW18P00000033,"At Your Service Heating & Cooling, LLC",Phoenix,AZ,215813.69,215813.69,Mission Support Washington,Mission Support,Painting And Wall Covering Contractors,Trade Services/Machinery/Manufacturing,IGF::OT::IGF - Florence Spc Facility-Wide Exterior Painting Project
HSCETC17F00007,AT&T Mobility LLC,Atlanta,GA,48560,121400,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::CL::IFG Cellular Data Service
70CMSD18FR0000026,"Athens Technical Specialists, Inc",Athens,OH,15071.93,15071.93,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Camera and Sensor
HSCEMR17P00003,"Atkinson-Baker, Inc.",Glendale,CA,8332.2,8332.2,Mission Support Orlando,Mission Support,Court Reporting And Stenotype Services,Legal /Court Services,IGF::OT::IGF Court Reporting
70CMSW18FR0000024,Atlantic Diving Supply Incorporated,Virginia Beach,VA,14078.52,14078.52,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Heart Rate Monitors and Sensors
HSCEMD17F00280,Atlantic Diving Supply Incorporated,Virginia Beach,VA,6275.43,6275.43,Mission Support Dallas,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Ballistic Helmets
HSCEMS12F00049,Atlantic Diving Supply Incorporated,Virginia Beach,VA,26310,26310,Mission Support Orlando,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Red Crossfire Oc Spray and Red Crossfire Inert Spray
HSCEMS12J00094,Atlantic Diving Supply Incorporated,Virginia Beach,VA,4385,4385,Mission Support Orlando,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Spray Canisters
HSCEMS17F00013,Atlantic Diving Supply Incorporated,Virginia Beach,VA,42182.4,42182.4,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,"156 Cases of 9MM Blue Marker Ammo, Part # Ff9B2"
HSCEMS17F00015,Atlantic Diving Supply Incorporated,Virginia Beach,VA,57595.2,57595.2,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,"213 Cases of 9MM Red Marker Ammo, Part # Ff9R2"
HSCEMS17F00019,Atlantic Diving Supply Incorporated,Virginia Beach,VA,13135.35,72582.45,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,3M Peltor Tactical Sport Headsets and Parts
HSCEMS17F00029,Atlantic Diving Supply Incorporated,Virginia Beach,VA,9193.6,9193.6,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,"34 Cases of 9MM Red Marker Ammo, Part # Ff9R2"
HSCEMS17F00030,Atlantic Diving Supply Incorporated,Virginia Beach,VA,14601.6,14601.6,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,"54 Cases of 9MM Fof Red Marking Rounds, Part # Ff9R2"
70CMSW18FC0000037,Atlantic Diving Supply Incorporated,Virginia Beach,VA,11500,11500,Mission Support Washington,Mission Support,Sporting And Athletic Goods Manufacturing,Sports And Recreation,Law Enforcement Range and Target Supplies
HSCEMS17P00080,"Atlantic Diving Supply, Inc.",Virginia Beach,VA,24263.2,24263.2,Mission Support Washington,Mission Support,All Other Miscellaneous Manufacturing,Trade Services/Machinery/Manufacturing,Required Multi-Weapons Case for RPF Team Members for Fps.
